رقم الملف,رقم القرار,تاريخ القرار,محكمة الاستئناف,القاعدة القانونية,معاينة القرار الاستئنافي
2021/8201/1982,2022/8201/2091,2022-09-20,محكمة الاستئناف التجارية بمراكش,لما كان عقد بيع 50بالمائة من السفينة منتج لأثره القانوني بين عاقديه بتاريخ ابرامه فإن عدم تسجيله بسجل السفينة و وثيقة جنستها لا يعفي ورثة البائع من تنفيذ الإلتزام الشخصي بنقل الملكية و لما كان التحجير على البائع بمقتضى حكم لاحق فإن أثره القانوني لا يمتد الى عقد البيع المبرم بتاريخ سابق,معاينة القرار الاستئنافي
2022/8224/1623,2022/8224/4043,2022-09-20,محكمة الاستئناف التجارية بالدار البيضاء,الأوامر المبنية على طلب المستأنفة,
2022/8224/4035,2022/8224/4019,2022-09-19,محكمة الاستئناف التجارية بالدار البيضاء,الأوامر المبنية على طلب المستأنفة,
2022/8224/4036,2022/8224/4020,2022-09-19,محكمة الاستئناف التجارية بالدار البيضاء,الأوامر المبنية على طلب المستأنفة,
2022/8224/4037,2022/8224/4021,2022-09-19,محكمة الاستئناف التجارية بالدار البيضاء,الأوامر المبنية على طلب المستأنفة,
2021/8223/4851,2022/8223/4026,2022-09-19,محكمة الاستئناف التجارية بالدار البيضاء,الأوامر بالأداء المستأنفة,
2022/8223/3633,2022/8223/4027,2022-09-19,محكمة الاستئناف التجارية بالدار البيضاء,الأوامر بالأداء المستأنفة,
2022/1221/143,2022/1221/2974,2022-09-19,محكمة الاستئناف بأكادير,القضايا الاستعجالية المستانفة,
2022/1221/71,2022/1221/2959,2022-09-19,محكمة الاستئناف بأكادير,‫• وقف تنفيذ الحجز العقاري لادعاء الغير استحقاق العقار موضوع الحجز التنفيذي.‬‬ ‫• يتعين على الغير الذي يدعي ملكية العقار المحجوز تنفيذيا ولا يطاله الحجز رفع دعوى‬‬ الاستحقاق والتي يترتب عنها وفق مسطرة التنفيذ. بمقتضى الفصل ‪ 482‬ق م.‬‬‬ ‫طائلة عدم قبول وقف التنفيذ الى محكمة الرئيس الاستعجالية.‬‬ ‫• عدم تدارك الادلاء بالمقال الافتتاحي لدعوى الاستحقاق الفرعية في المرحلة الاستئنافية‬‬ يكون معه الاستئناف غير مرتكز على سبب وجيه.‬‬,
2021/8201/5583,2022/8201/4009,2022-09-19,محكمة الاستئناف التجارية بالدار البيضاء,العقود التجارية,
2022/8221/3293,2022/8221/3989,2022-09-19,محكمة الاستئناف التجارية بالدار البيضاء,المعاملات البنكية,
2022/8221/1675,2022/8221/4003,2022-09-19,محكمة الاستئناف التجارية بالدار البيضاء,المعاملات البنكية,
2022/8301/1102,2022/8301/3986,2022-09-19,محكمة الاستئناف التجارية بالدار البيضاء,صعوبات المقاولة,
2022/8232/2046,2022/8232/3975,2022-09-15,محكمة الاستئناف التجارية بالدار البيضاء,قضايا أخرى,
2022/8206/1872,2022/8206/3961,2022-09-15,محكمة الاستئناف التجارية بالدار البيضاء,منازعات ظهير 24 ماي 1955,
2022/8206/1991,2022/8206/3938,2022-09-14,محكمة الاستئناف التجارية بالدار البيضاء,منازعات ظهير 24 ماي 1955,
2019/8232/6070,2022/8232/3936,2022-09-14,محكمة الاستئناف التجارية بالدار البيضاء,قضايا أخرى,
2021/8232/5156,2022/8232/3937,2022-09-14,محكمة الاستئناف التجارية بالدار البيضاء,قضايا أخرى,
2022/8232/335,2022/8232/3946,2022-09-14,محكمة الاستئناف التجارية بالدار البيضاء,قضايا أخرى,
2021/8301/2883,2022/8301/3925,2022-09-12,محكمة الاستئناف التجارية بالدار البيضاء,صعوبات المقاولة,
2022/8203/1357,2022/8203/3912,2022-09-12,محكمة الاستئناف التجارية بالدار البيضاء,الأوراق التجارية,
2022/1221/74,2022/1221/2960,2022-09-10,محكمة الاستئناف بأكادير,‫• اختلاف الحجز التحفظي عن حجز مال المدين لدى الغير.‬‬ ‫• يختلف الحجز التحفظي القائم على مجرد شبهة المديونية وبين حجز مال المدين لدى‬‬ ‫الغير القائم على اثبات قيام الدين الثابت.‬‬ ‫• يشترط لإجراء حجز مال المدين لدى الغير ان يكون متوفرا على دين ثابت، وليس مجرد‬‬ مظنة الدين كما هو الحال بالنسبة للحجز التحفظي وفق الفصل ‪ 488‬قانون المسطرة المدنية‬‬‬ ‫• يجب في الدين المطلوب ضمانه بالحجز موضوع مسطرة حجز مال المدين لدى الغير‬‬ ‫ان يكون ثابتا – ثبوت الدين قد يتحقق بكل ما يبرز ثبوته ولا يشترط ان يكون محكوما به –‬‬ ‫تقدير ثبوت الدين من صلاحية رئيس المحكمة بصفته قاضيا للأوامر بالحجز.‬‬ ‫• ليس دينا ثابتا يمكن ضمـانه بالحجز لدى الغير، دين موضـوع مسطرة قضائية قد يحكم‬‬ به.‬‬,
2022/8228/582,2022/8228/2052,2022-08-03,محكمة الاستئناف التجارية بمراكش,تكون الفاتورة المعززة بوصل التسليم المذيل بتوقيع المدينة وطابعها حجة على المديونية متى كانت هذه الأخيرة مسجلة بالوثائق المحاسبية للدائنة.,معاينة القرار الاستئنافي
2022/8219/872,2022/8219/2049,2022-08-03,محكمة الاستئناف التجارية بمراكش,لما تبت للمحكمة ان المكتري اقر بالعلاقة الكرائية خلال المرحلة الابتدائية وبمناسبة دعوى سابقة للأداء واستبعدت منازعته بعد ذلك في عقد الكراء فإنها تكون قد سايرت الثابت لها من وثائق الملف والوسيلة على غير أساس.,معاينة القرار الاستئنافي
2022/8201/2067,2022/8201/3702,2022-07-28,محكمة الاستئناف التجارية بالدار البيضاء,العقود التجارية,
2022/8201/2085,2022/8201/3713,2022-07-28,محكمة الاستئناف التجارية بالدار البيضاء,العقود التجارية,
2022/8232/1366,2022/8232/3775,2022-07-28,محكمة الاستئناف التجارية بالدار البيضاء,قضايا أخرى,
2022/8228/1418,2022/8228/3699,2022-07-28,محكمة الاستئناف التجارية بالدار البيضاء,المنازعات الناشئة بين الشركات التجارية,
2022/8220/1978,2022/8220/3701,2022-07-28,محكمة الاستئناف التجارية بالدار البيضاء,المسؤولية البنكية,
2022/8220/2231,2022/8220/3705,2022-07-28,محكمة الاستئناف التجارية بالدار البيضاء,المسؤولية البنكية,
2022/1101/97,2022/1101/146,2022-07-27,محكمة الاستئناف بأكادير,الاستعجالي,
2022/8229/789,2022/8229/3628,2022-07-26,محكمة الاستئناف التجارية بالدار البيضاء,الطعن في مقررات مكتب الملكية الصناعية,
2021/8301/5998,2022/8301/3586,2022-07-25,محكمة الاستئناف التجارية بالدار البيضاء,صعوبات المقاولة,
2022/8222/1435,2022/8222/3590,2022-07-25,محكمة الاستئناف التجارية بالدار البيضاء,لقروض البنكية,
2021/8223/2415,2022/8223/3613,2022-07-25,محكمة الاستئناف التجارية بالدار البيضاء,الأوامر بالأداء المستأنفة,
2022/8223/2068,2022/8223/3619,2022-07-25,محكمة الاستئناف التجارية بالدار البيضاء,الأوامر بالأداء المستأنفة,
2022/1221/93,2022/1221/143,2022-07-20,محكمة الاستئناف بأكادير,القضايا الاستعجالية المستانفة,
